0.01	0.0357482
0.02	0.0733239
0.03	0.1109
0.04	0.148475
0.05	0.186051
0.06	0.223627
0.07	0.261203
0.08	0.298778
0.09	0.336354
0.1	0.37393
0.11	0.411505
0.12	0.449081
0.13	0.486657
0.14	0.524233
0.15	0.561808
0.16	0.599384
0.17	0.63696
0.18	0.674535
0.19	0.712111
0.2	0.749687
0.21	0.787263
0.22	0.824838
0.23	0.862414
0.24	0.89999
0.25	0.937566
0.26	0.975141
0.27	1.01272
0.28	1.05029
0.29	1.08787
