0.00182756	100
0.00365513	100
0.00548269	100
0.00731026	100
0.00913782	100
0.0109654	100
0.012793	100
0.0146205	100
0.0164481	100
0.0182756	100
0.0201032	100
0.0219308	100
0.0237583	100
0.0255859	100
0.0274135	100
0.029241	100
0.0310686	100
0.0328962	100
0.0347237	100
0.0365513	100
0.0383789	100
0.0402064	100
0.042034	100
0.0438616	100
0.0456891	100
0.0475167	100
0.0493442	100
0.0511718	100
0.0529994	100
0.0548269	100
0.0566545	100
0.0584821	100
0.0603096	100
0.0621372	100
0.0639648	100
0.0657923	100
0.0676199	100
0.0694475	100
0.071275	100
0.0731026	100
